cluster	question	
6	employee requesting documentation regarding meal breaks california	
2	employee went toll road ticket told went company received fine recoup cost since instructed use toll lanes employee went toll road ticket told went company received fine recoup cost since instructed use toll lanes	
2	employee went toll road ticket told went company received fine recoup cost since instructed use toll lanes employee went toll road ticket told went company received fine recoup cost since instructed use toll lanes	
4	please send us revised weighted average worksheet based cfr	
10	employer dock pay salaried employee pto time allowed used advance used prior year end	
4	please send information ada interactive process issue	
5	managers allowed call confirm validity doctor note	
4	update client asking providing notice employees regarding ab provide information could locate information thinkhr site ab provide notice employees regarding rights victim domestic violence sexual assault stalking	
11	someone scheduled called hour staff meeting reporting time applicable	
9	employee drives vehicle course performing job employer provide tank gasoline	
6	breaks california	
6	two employees split shift two hours hour break two hours pm split shift applicable	
4	retroactively designate fmla issue	
5	hello ceo requested write policy says personal dating relationship practicum students work outside work allowed write policy prevents someone relationship outside work please tell write thanks	
10	employee whose grandmother died mexico stayed take care children parents care children showed end week angel baseball gear inclined pay vacation	
10	pay rate san francisco went per hour first july go san mateo well minimum wage san mateo city also san mateo county san francisco	
8	employer decides self administer cobra required collect cobra admin fee decide waive	
11	give vacation worked year full time someone hired would like go part time	
5	thank let clarify question wondering legal us write policy says employee harris house allowed date student harris house sort personal relationship student work outside work know answer question thanks	
4	built new office new building walkthrough questions regarding osha compliance set nurses station middle building room medications locked sides stations however keeping medications nurses stations however locked cabinets water cooler set nurses area concern regarding food drink near possible bloodborne pathogens procedure room put flu vaccines still locked	
10	holidays california employers obligated pay overtime people work day correct	
4	hipaa question minor mother wanting access minor patients chart minor authorized mother thinks divorce judgement paperwork authorized disagree patient privacy always protected regardless age unless emergency situation	
10	need information regarding requirements sick pay vacation pay part time employees city la	
11	hello continually people recording time worked missing punch leaving time segment blank example clock pm clock leave day show timesheet hour recorded punch punch left blank go process payroll trying implement policy responsibility record time record time missed time paycheck course time worked time paid clear deadline time worked recorded would like know acceptable pay people time failed record come payroll processed pay time failed record	
14	difference discretionary non discretionary bonuses also discretionary non discretionary bonuses affect overtime whether needs taken consideration retroactively year gross end year non discretionary	
2	question ways employers payroll entering employee deductions payroll want make sure entering deductions correctly trying understand flow everything employee coverage july st payroll paying hours june part insurance payment covering	
13	client craft brewery want update policy alcohol consumption light business employee got dui sales call something company events want employees installed vehicle blow breathalyzer want pay cost uber taxis	
19	received application interviewed someone performed technical test interview failed test disclosed disability said cannot understand conceptualize numbers technical interview asked one thing complete opposite related degree cut people helping disability said would help pay salary days disclose accommodation taking technical test failing additionally application said years experience salon years license years pulled stylist job description would questionable far qualifications based upon technical interview ability cut hair operate fast environment listen understand customer wants use computer track customer information know disability wary next steps known disability could moved forward candidate resources https prod askjan org disabilities learning disability cfm https askjan org soar ld ldex html https ldaamerica org employers know learning disabilities https askjan org media lear htm accommodation ideas learning disabilities https askjan org media ld html accommodation compliance series employees learning disabilities	
14	difference exempt non exempt employee	
1	los angeles zip code find minimum wage july employees mean exempt employees need adjusted minimum	
4	changes related conduct related laws require us remove things handbook effective july st	
10	retail store open days week last pay period ran new hire salaried employee start worked paid days day pay period paid days would mean counting day started us day need cases discover employee days pay period rather	
9	employee pfl sent benefits explanation employer lower employer anticipated benefits based computation provided edd	
13	need know policy making employees clock break understanding way make clock would make take minimum minutes	
5	back february approved vacation request employee request stated vacation return took vacation starting th expecting back work today however show looking back request form stated return total vacation days totals days since catch contradiction going dates written obligated pay today	
5	staff need trained hipaa access phi due nature work helping create tools access email lists recommended method communication workplace phi fmla	
1	company based colorado manage facilities states employees working facilities states wisconsin new york montana order compliant states introduced legislation banning inquiry previous salary need remove language asks prior salary job application recruiting employees employed us located outside colorado	
4	california statewide ban box law	
13	situations california employer mandate treatment alcoholism substance abuse violations documentation company policy coming influence showing work witnessed influence condition continued employment knowledge understanding ada says research suggests may minor exceptions documented perofrmance attendance issues looking solutions help employee within ethical legal obligations consult legal counsel wanted get guidance might commonly known	
13	policy prohibiting employees fraternizing clients guests	
4	hi minimum wage change los angeles	
4	cfo controller temporary contractors employed financial investment group supervise entire accounting staff require complete sexual harassment training usually require independent contractors complete	
15	employees drive personal vehicles business including errands attending site meetings travel location besides ordinary commute first work location day even infrequent drivers counted required annually turn copies auto insurance coverage showing sufficient levels liability per company driving policy year administrative assistant told esurance cease offering personal insurance coverage drives vehicle business furthermore accident employer would liable damages aware vehicles need carry business rated insurance coverage due frequency business use ex traveling sales mile round trip mail run daily local errands miles less week less fault accident clock liable	
15	mmurphy prairieknights com subject national medical support notice good morning question regarding effective date national medical support notice received employee example employee bob hired eligible enroll insurance effective completing full months employment received nmsn responded back child support service office selecting response bob coverage would effective completing days full time employment insurance administrator saying nmsn must effective back bob complete full days full time employment nmsn effective date supersede date employee becomes eligible benefits coverage begin melissa murphy benefits coordinator prairie knights casino phone fax mmurphy prairieknights com	
8	hello ee enrolled cobra left employment months ago effective medical supplement eff would like cancel cobra eff allowed simply submit cancellation letter carrier realize stops paying premium cobra cancelled	
14	hello advise topic non competes nevada year topic non competes discussed legislature proposed bill restricts activity longer months advise latest thanks	
8	small ohio group offers cobra medical plan pay dental premium also offer cobra dental policy	
18	employee company paid leave sick time family leave paid leave falls holiday holiday count one paid leave days know fmla company paid leave different	
15	employer self insured medical plan headquartered nj cover legal spouse domestic partners california employee enquired want make sure compliant however think current policy compliant california law since california insurance equality act required insurance plan offered resident california include coverage legally registered domestic partners level equal offered legal spouses amendment passed expand requirement state providers well according policy keyence health care plan offers coverage married partners spouse legal domestic partners must also covered spouses state california law still active even obergefell hodges decision resources explanations shrm https www shrm org resourc	
4	hello received questions client would love nd opinion want hire someone working hours temporary days intention hiring full time calling first days temporary make decision quickly without bona fide business reason calling temporary question regards pto instead benefits offer pto right away wait days choose temporary status start person prior background check drug test results back handbook	
5	sunny mtolympuspark com subject ada rights vs feeling safe work environment recently employee return work hospital days first night back became weak sit back office ultimately sent home early recover manager duty speaking employee incident sat regaining strength employee mentioned reason weak slept past nights since doctor took pills later employee told others front desk department pills took ones make hear voices head mentioned front desk staff hearing voices question point ok request doctor note stating employee ok work without taking particular pills slippery slope trying ensure employees safe feel safe without infringing one employee ada rights help insight would appreciated sincerely sunny krause human resources mt olympus resorts water theme parks wisconsin dells parkway box wisconsin dells wi ext fax sunny mtolympuspark com www mtolympuspark com	
2	young lady works warehouse back surgery past every states cannot duties handle asking accommodation type medical certification ask	
1	employee requesting new chair department deny request give us basic labor laws employees accommodations	
2	employee stated family member passed request certification	
18	client employees vt employees accrue paid vacation time accrual include overtime hours worked best manage considering paid sick leave laws	
16	employees speaking albania working hours address	
18	question regarding paid sick leave companies corporate office located indiana however employee works leaves massachusetts required pay make sure employee accrues sick leave sick leave separate vacation pto leave sick time combined pto	
2	employee stated victim identify theft gave one number ran background check said valid called gave number pulled started worked half day received affidavit brother wife stating used brother social security number fraudulently point way everify determine social security number	
16	inquiry surrounds interpretation dlse manual section calculation presented dlse example provides different result would occur following federal cfr pay employees flat sum bonus bonus payments vary week based employee productivity therefore want confirm example provided dlse section would apply us rather may continue apply calculation indicated federal cfr dlse interpretation language found section stating bonus designed incentive increased production hour work instead designed insure employee remain employ employer allow bonus calculated dividing total instead straight time hours would encourage rather discourage use overtime bonus issued reward productivity section seems imply would permissible please clarify	
5	employee court mandated rehab days explained employee need contact soon got return work day release called stated released day told required show work shift night show missed total two shifts calling stating released friday th july holiday rights information treatment center correct date discharge	
4	understanding city los angeles new minimum wage started amount confirm	
15	illinois state laws law requires father cover child health insurance mother drops coverage child special enrollment opportunity	
9	group based texas currently employees gold plan place employer contribution employee premium going growing expecting hire employees next months new hires want offer contribution understanding differentiate contribution based tenure correct idea pay employee premium anyone hired prior employee premium anyone hired	
18	multi state client looking matrix sick leave upcoming changes az ga pulled current sick leave matrix comply section jan resource speaks upcoming changes multi state client looking matrix sick leave upcoming changes az ga pulled current sick leave matrix comply section jan resource speaks upcoming changes	
18	multi state client looking matrix sick leave upcoming changes az ga pulled current sick leave matrix comply section jan resource speaks upcoming changes multi state client looking matrix sick leave upcoming changes az ga pulled current sick leave matrix comply section jan resource speaks upcoming changes	
10	employee went maternity leave came back thinking needs take wednesday move hourly works one hour morning baby sleeps pay correct benefits would cease	
18	employee teri going working hours starting covering maternity leave working hour shifts week wilisha ready come back maternity leave leave policy fmla allowance wilisha thinks need weeks teri eligible insurance knowing probably working weeks thanks	
10	state texas may contractor provide subcontractor auto allowance work performed contractor cross lines vs employee relationship subcontractor pay fica federal taxes	
5	situation know handle old controller work us full time another job helping us controller work position replaced wondering independent contractor employee pay hour using computer gave access books software clients helping us months	
6	state wisconsin require lunch breaks however state lunch break given minutes must paid allow staff taking working lunches however instead bringing lunch ordering delivery staff leave building go pick lunch bring back eat desk working required pay picking lunch typically gone minutes bring back liability issue feel clock	
4	applicant deaf used interpreter service initial phone interview cannot hear speak want consider face face interview however unsure proceed required ada	
2	employee leave based worker comp injury always company policy collect employee portion benefits premiums employee long enough receiving paycheck us point receiving compensation carrier treat fmla related leave regards employee portion premiums employee question upset believes paying portion premiums something incorrect us charging employee leave portion premiums	
11	employee going yrs us position reduced part time really upset employee stayed continued valued employee wealth alpha knowledge one thing employee mentioned upset tenure longer eligible pto past employer grandfathered employees ones hired prior certain date part time eligible pto course pro rated amount hours worked see concerns legal hr perspective	
16	regulations guide many hours employee must work weekly basis order eligible employer sponsored health benefits	
7	nmiller gulfshoreinsurance com subject pop document good morning client two entities fein employees current benefit plans one entity likely employees benefit plan entity necessary two separate pop documents two entities combined one thanks norma cid imaged png norma miller cebs clu hia hcsa account executive goodlette road north naples florida direct fax gulfshoreinsurance com reminder valued client gulfshore insurance access thinkhr twitter facebook linkedin pinterest	
4	looking new los angeles county minimum wage city covina inside city los angeles los angeles county however employees loading unloading party supplies los angeles county possible workweek may work two hours loading unloading bound county minimum wage pay regular minimum wage covina standard ca minimum wage	
16	nonexempt employee work meeting awards dinner employees expected attend would need pay nonexemt employee hours worked time	
15	hello one groups employee going bankruptcy wages garnished currently enrolled voluntary life voluntary ltd coverages enough money left paycheck pay group cancel coverage thanks	
1	short end shift balance earlier day three employees working point want deduct equally employees bonuses recoup money	
9	great clips indiana employer reduce payable bonus recover wages looking production bonus	
0	hello group employee turning enrolling eligible medicare part husband group plan well qualifying event husband enroll state continuation thank cassie	
13	located rhode island policy everyone gets two weeks initially years get third week year six begin underperforming illegal pull benefit	
13	reasonable suspicion drug testing policy policy outlines considered reasonable suspicion employee visibly influence observable manager observed however supervisor friend come hr stating manager told uses cocaine coming work want test manager	
10	pay employee serving jury duty	
7	received email response suzanne friday click link allow enter data grayed assist	
18	client needs policy regarding fmla ada employee leave extended periods time samples	
2	hourly employee upset compensate upcoming jury duty summon required	
0	group offering retiree med supp plan program retirees meet certain number years service asking updating plan document type plan spd thought would retiree policy outlines plan parameters reason would want put something like place better way illustrate program	
4	hi rules hiring permanent resident whose resident card expiring one month date hiring awaiting receive us citizenship appointment immigration	
2	considering converting agent employee understand converting ic employee risks responsibility type work would different calculator could use determine salary would employee factors need considered holidays pto benefits etc factor	
2	legal complication external employee referral program meaning promote vendor customer reward monetarily referrals	
2	one employees released confirmation medical coverage providing copy another employee medical dental id insurance cards potential client employee released information client obtain approval employee id insurance cards sent client need know action still within hippa violations due obtaining hr approval releasing information regarding employee medical dental id insurance cards cards list employee dependents well thank	
16	hourly employees work hour day lunch period clocked paid correct paid holiday time give hours worked hours included paid lunch period also hour day paid lunch period would holiday paid time hours regular worked hours hours include paid lunch reference wage hour laws reference well thank	
19	change benefit contract group short term disability life ad voluntary life policies due regulatory requirements insurance carrier notified us required make documents available members group allowed place documents online portal members access actually distribute docs individual employee	
11	two employees started time job title responsibilities required paid wage	
2	employee pass way weekend group life plan employee decedent brother calling us according file bother primary beneficiary superior telling one reach back information sure release information sure executor either	
1	one employees mentioned required option new clearances non profit volunteers changed last name marriage also require clearances works students thing internet could find regarding user wished change name account seem indicate required confirm employees need update clearances working children get married change last name anyway	
15	employer employee wants drop coverage domestic partner would domestic partner eligibile cobra continuation	
16	please send law ca states compensate employee time half working hours workweek	
10	vevara unregistered unable locate portal lauren friday june successor business company one employees worked saturday must pay employee overtime work week job new ownership	
4	client jax inc medical dental vision life ad plans enrolled tell new laws gone effect requires plans put wrap document filing know proposed law hold awhile need know taken effect yet thank sandy intfen	
4	wholesale distributor retailer states different minimum wage set different rates different states states also allow training rate regular rate lower california hawaii set training rate regular rate company pays whatever minimum rate including training rate allowed ok explain employees since seem fair	
4	la county minimum wage affected	
10	send employee home today throwing desk said want get trouble lose pay sick time yet told would paid today pay let know qualify	
0	baby want add wife child plan also change plans time qle	
3	clients offices louisiana texas mississippi associates complete medical questionnaire job offer actually start performing duties switch louisiana second injury fund questionnaire medical inquiry form would problematic use associates regardless initially hired dilemma tracking employee complete form time transfer much easier complete paperwork time hire	
4	eeo reporting changes gone effect hold	
5	follow previous email must employee work employer specific period time order eligible fmla	
15	thanks marriage know turned carrier past maybe life event question baby want add wife child plan also change plans time qle	
5	employee ada missing lot work talk going another leave accommodate needs happy told put leave absences would count like employee changed mind gave doctor note doctor note says patient placed modified duty work home one year modified duty accommodated employee employee deemed disabled full year modifications require allowed attend doctor visits testings scans note said released return work full capacity	
4	hello employers required post county minimum wage orders california well state poster main state poster required thank	
17	performance management performance management electronic tools info related employee performance tracked like goals feedbacks percentage increase related salary job title salary increase need still keep print performance reviews employee files require mail salary increase memo keep copy memo employee personal files	
15	employee spouse losing health benefits employer would like enroll employee plan may employee enroll spouse time may employee change plans	
0	getting mixed message deposit employee contributions simple retirement plan plan says days end month make deposit however received informational notice referring safe harbor act apparently says deposit must made within business days date payroll deduction deposit preceding entire month th next month help clarify thank	
3	received medical certification form doctor provided pages employee personal medical information call doctor employee let know simply shred documents	
19	client hears ca state disability going increase rather know anything something research	
1	client wants incent employees close gap care legally provide gift cards suggestions	
16	closed office early full time people paid hours working partime employees missed hours need pay last minute decision closed office early full time people paid hours working partime employees missed hours need pay last minute decision	
16	closed office early full time people paid hours working partime employees missed hours need pay last minute decision closed office early full time people paid hours working partime employees missed hours need pay last minute decision	
14	staff ca meets criteria exempt overtime pay asked flexibility schedule hours may vary greatly week week due personal reasons destroy exempt status change bi weekly salary hourly rate	
2	employee lives tennessee works georgia since tennessee state withholding required withhold georgia taxes	
10	terminated employee come pick final paycheck pay	
4	client robin powered llc would like solve wa co ca employee issue ppo rather costly would like see way decent local hmo especially considering going republicancare client approximately employees area company chose cancel ppo plan offer hmo would cover since live outside hmo service area thus allowing get non group local coverage comping appropriate manner would answer differ ale growth mode thanks	
5	hiring president son work us summer still need work permit	
11	overtime california confirm double time kicks th consecutive workday	
18	paid family leave ny payroll companies taking deductions july january	
17	employee eligible work us virtue permanent resident status audit noticed permanent resident card file expired april please confirm need obtain copy recertify thanks	
8	terminated employee gross misconduct eligible cobra would like know best practices situation notify cobra eligible	
1	regards hippa issue employee submitting explanation benefits get reimbursed hra practice previously state employees submit cover page eob order receive hra benefit generally employees send entire eob instead cover page plan fully insured questioning whether employer getting phi way eob get reimbursed	
1	company small employees federal contractor search website service compliance safety hr calls thinkhr preferred vendor choice service	
2	employee employment authorization card used qualify employment authorization card expires need get updated card	
18	hello business calabasas california want make sure compliance regarding minimum wage increase sick paid leave effective july corporation employees understood correctly corporate employees shall continue minimum wage would new sick	
3	limit tied processing form	
8	cathy hoverinsurance com subject cobra question group control group one owner separate sub groups one sub groups closed effective sub group health insurance different carrier sub groups group closed cancel health insurance means none employees option keep coverage cobra confirm correct group required offer cobra coverage carrier since part control group	
19	hi thinkhr one contacts diagnosed terminal cancer sad walked file disability asked additional question sure answer said read somewhere might eligible social security disability condition could terminal eligible long term disability state ca filing disability employer plan state ca wondering find information social security disability integrates plans available years old	
14	non exempt salaried employee took pto day work week worked saturday paid regular hours saturday correct	
4	hi rules hiring permanent resident whose resident card expiring one month date hiring awaiting receive us citizenship appointment immigration	
4	hello following comes client employee hsa account signs medicare employee need stop contributing months prior signing medicare believe month sign medicare need confirmation rules please advise thanks	
4	amy thank response aware factors determine someone independent contractor employee however looking calculator sort convert someone know factors taken account holidays benefits pto etc unsure factor help determine appropriate salary help thank natalie lockmiller	
16	hourly employees working overtime hours without getting approval told several times work overtime without approval compensated continue work overtime compensating hours handle situation legal	
2	received wage garnishment today employee mississippi providing copy employee copy payroll company else required thanks	
11	employee get chipra notice believe full time wanted confirm	
8	mwilliams ardentsolutionsllc com subject fw cobra question good afternoon please see question advise group headquartered texas know additional months state continuation would applicable however apply california resident thank monica carolyn alvarado mailto calvarado salientpartners com sent wednesday july monica williams subject cobra question hi monica one employees recently asked current plan allows cobra continuation initial months husband working retirement planning medical coverage close age wondering hypothetically retire months age would current plan allow continue cobra coverage past initial months providing coverage met age requirement medicare hope question context make sense appreciate help provide best information	
4	hello received following question new hr director get withholding support paper ca says driver must carry insurance child sign insurance	
4	state minimum wage increase july st	
4	might commercial videos need release	
16	ex employee filed claim labor department overtime claim one year saturday hours therefore appeared total overtime labor code section penalty labor code section day suggestion negotiate conference would one day finalize decide conference	
2	company spousal waiver place add aadd clause states add spouse already family plan increase company premiums could legally would face discrimination employee wanted add spouse company denied raised rates single party resulting costing company money currently company tier rate structure employee employee family	
14	present employees exempt salaried employees hiring non exempt employee may pay salary basis pay semi monthly automatically factor salary basis encompass hour workweek	
14	pto policy states employees call holiday paid holiday call unplanned day formerly known sick day legal pay holiday non exempt exempt employees	
14	wanted double check minimum pay requirements exempt sales managers supervisors full time sales people white collar exempt employee california	
2	employee requesting lower wage applying housing	
4	please let know coordination benefits needs included erisa document spd specifically coordination medicare specific language needs included certificate medical carrier coordination benefits	
2	company newsletter publish employee birthdays considered violation hipaa	
10	someone start monday sent resignation letter last night made effective monday rd july owe vacation pay owe holiday	
1	work manufacturing facility employees new operations advising hr needs manage attendance employees rather management team experience management responsible keeping track employee attendance performance timekeeping etc hr available back intervene issue perhaps comes smaller organization limited resources structured seem reasonable hr track employees daily basis	
18	employees leave absence provide company wide merit increase effective july impact leave leave fmla sdi pay wages	
2	employee injured rather send clinic stitches facilitated treatment medical provider permissible	
4	please advise texas state continuation months months conflicting information unsure came saw info related state continuation church said months thought state continuation months thanks help	
8	individual cancels cobra enroll open enrollment	
4	hi erin need know new law went effect requires plans put wrap document instead filed separately thank sandy intfen rhu benefits senior account manager	
4	hi erin need know new law went effect requires plans put wrap document instead filed separately thank sandy intfen rhu benefits senior account manager	
13	laying employees one started dec policy states cannot take vacation months service required pay vacation leave company	
4	information would employer need provide workers compensation carrier event work related injury illness decides drug test required	
6	team technicians tampa fl right asking work split shift pm tomorrow pm take break hours start another shift eight hours	
17	let know length time need keep payroll records timesheet records termination files	
4	ca minimum wage increase locations chino gardena	
9	employer choose pay employees benefits case case basis vs setting class would covered	
5	employee visa extension approved longer authorized work means terminate right making independent contractor	
4	considering installing video cameras parking lots would record video audio aware located west virginia	
11	situation company looking review possibly revamp personal leave policies rules know far dive utah question come requirements around personal time paid whether exceed ot workweek example personal time paid workweek even employee worked made time	
4	arbitration agreements manager thinks recent california laws regarding arbitration agreements give california employees agreements also pennsylvania alabama georgia louisiana	
2	nyc psl accrue doh require ees wait days per ordinance one employee needs psl medical condition make exception	
10	company policy states must work day day holiday scheduled order received holiday pay company pull holiday pay employee called sick either day holiday	
3	company rock valley tool hello new hire turned health insurance enrollment form hr received call state employee required enroll needs cover child per court order received follow call hr needs enroll coverage could without info enrollment form believe finally turned enrollment form hr asking company would held responsible comply elected decline coverage thanks	
18	merit increases employee fmla leave non fmla leave	
14	recently hired doctor working weeks typically create contract physicians year situation want performing main part business hired employee work three days week week next week future planned schedule beyond agreed pay hours day need call whole time physician site time matter whether classify exempt non exempt	
16	three different companies three eins individual work one companies hours another hours take hours worked companies calculating overtime	
8	client terminating employee wants pay benefits months put person cobra	
4	employee terminating become independent contractor us state hawaii consulting agreement requires ics wc coverage liability coverage would include wc also going working another er state wc policy cover injured working us desk job cannot imagine type injury might suffer working us	
